NAME,AUTHOR,NARRATOR,RELEASEDATE,LANGUAGE,PRICE,DURATION_MINUTES,RATING_PERCENT
The Switch,Amanda Byram,Amanda Byram,18-02-21,English,645.0,374,0
100 Secrets of Health and Fitness,Sai Webster,Matthew Baker,25-03-21,English,234.0,62,0
Confessions of a Fat Cosmo Girl,Hazel Dixon-Cooper,Jo Anna Perrin,16-02-21,English,586.0,271,0
The Real Secret to Optimal Health,Dr.Anthony Galea,Ljuba Bogdanovich,15-02-13,English,656.0,376,0
Multiple Sclerosis for Dummies,"Rosalind Kalb Ph D,Barbara Giesser MD,Kathleen Costello ANP-BC,",Xe Sands,01-10-19,English,703.0,767,0
Cool,"Steven Quartz,Anette Asp",James Patrick Cronin,18-08-15,English,836.0,600,0
Scaling Up (Spanish Edition),Verne Harnish,Alex Ortega,20-09-20,spanish,836.0,807,0
Green Your Home,"Keller Williams Realty Inc.,Gary Keller-foreword,Jay Papasan-editor",Jonathan Todd Ross,10-06-14,English,668.0,323,0
Emotional Fitness at Work,Barton Goldsmith,Paul Dodenhoff,01-12-09,English,668.0,300,0
Offline,"Imran Rashid,Soren Kenner",Shawn Compton,26-02-19,English,469.0,294,0
How to Fix Your Sh*t,ShááWasmund,ShááWasmund,26-09-19,English,615.0,217,0
Million Dollar Builder,Kurt Hegetschweiler,Kurt Hegetschweiler,12-06-19,English,805.0,276,0
Audacity of Hops,"Tom Acitelli,Tony Magee-foreword",Mike Chamberlain,02-07-19,English,703.0,1186,0
O seu dia não tem 30 horas [Your Day Does Not Have 30 Hours],Carl GYoung,Daniel Coutinho,07-01-20,portuguese,70.0,44,0
How to Decrease Burnout and Increase Joy,Bruce Daisley,Bruce Daisley,28-12-20,English,233.0,30,0
Grow the Pie,Alex Edmans,Alex Edmans,21-04-20,English,468.0,798,0
Beginner’s Guide to Information Marketing: Your First Audio Product,Marcia Yudkin,Marcia Yudkin,27-02-13,English,234.0,57,0
The Ecotechnic Future,John Michael Greer,Tony Craine,27-02-10,English,468.0,572,0
How to Be Great at Doing Good,Nick Cooney,James Fouhey,09-06-15,English,668.0,388,0
The Playful Entrepreneur,"Mark Dodgson,David M.Gann",Peter Ganim,02-10-18,English,668.0,574,0
Third Circle Theory,Pejman Ghadimi,Craig Jessen,10-05-13,English,668.0,358,0
Total Rethink,David Mc Court,Steve Menasche,13-08-19,English,586.0,529,0
"Franchise Bible, 8th Edition","Rick Grossmann,Michael J.Katz Esq-contributor",David Marantz,30-01-19,English,586.0,471,0
Corporate Creativity,"Alan G.Robinson,Sam Stern",Sam Stern,07-12-99,English,398.0,185,0
Mission Control,Liana Downey,Liana Downey,26-05-16,English,656.0,273,0
Minding My Business,Adeena Mignogna,Jorjeana Marie,07-10-13,English,668.0,437,0
The Big Idea,Donny Deutsch,Donny Deutsch,11-03-11,English,500.0,290,0
Zero to one,"Peter Thiel,Blake Masters",Matthias Lühn,14-10-14,german,602.0,293,0
How to Win in a Winner-Take-All World,Neil Irwin,Vikas Adam,18-06-19,English,134.0,516,0
Viva the Entrepreneur,Brian Requarth,"Brian Requarth,Eleanor Caudill",25-03-21,English,469.0,378,0
People Follow People,Sam Cawthorn,Jamie Jackson,24-03-21,English,703.0,338,0
The Hockey Stick Principles,Bobby Martin,Jamie Renell,24-05-16,English,181.0,618,0
Ecological Intelligence,Daniel Goleman,Daniel Goleman,14-04-09,English,134.0,472,0
How to Grow Rich,Douglas Kruger,Douglas Kruger,16-02-21,English,399.0,453,0
"Flat, Fluid, and Fast",Brynne S.Kennedy,Chloe Cannon,04-10-19,English,586.0,440,0
Fearless Growth,"Amanda Setili,Marshall Goldsmith-foreword",Teri Schnaubelt,24-10-17,English,670.0,422,0
Called to Create,Jordan Raynor,Jim Denison,07-11-17,English,702.0,369,0
Portable MBA in Management,Allan R.Cohen,David Ackroyd,26-05-09,English,773.0,359,0
The New Portable M.B.A.,"Eliza G.C.Collins,Mary Anne Devanna",Mario Machado,15-12-99,English,585.0,367,0
"From Poverty to Power: Or, the Realization of Prosperity and Peace",James Allen,Denis Daly,13-01-16,English,430.0,240,0
Building a Small Business that Warren Buffett Would Love,Adam Brownlee,Walter Dixon,10-04-12,English,703.0,269,0
The Battle,Arthur C.Brooks,Arthur C.Brooks,16-07-10,English,501.0,190,0
Starting a Business QuickStart Guide,Ken Colwell Ph DMBA,Ken Colwell Ph DMBA,10-04-19,English,668.0,449,0
How to License Your Million Dollar Idea,Harvey Reese,Barrett Whitener,29-11-06,English,703.0,413,0
¡No te rindas! [Do Not Give Up!],Marc Reklau,Roberto Sánchez,11-12-20,spanish,501.0,223,0
The Hunt,David Farbman,Matt Stone,27-07-20,English,586.0,306,0
The Thoughtful Leader,Mindy Gibbins-Klein,Mindy Gibbins-Klein,06-09-19,English,379.0,162,0
Leading Clarity,Brad Deuster,Brad Deutser,15-10-19,English,586.0,516,0
The Christian Entrepreneur,Brock Shinen,Brock Shinen,02-04-20,English,703.0,299,0
Good Idea. Now What?,Charles T.Lee,Rodney Gardiner,09-07-20,English,668.0,330,0
Play a Bigger Game!,Rowdy Mc Lean,John Telfer,29-07-20,English,402.0,223,0
Rebuild,Mary Portas,Mary Portas,01-07-21,English,615.0,300,0
Saber escuchar,"Jack Zenger,Jacqueline Carter,Joseph Folkman,",Monica Steuer,30-06-21,spanish,492.0,127,0
Brand Renegades,"Sean Dowdell,Thora Dowdell","Sean Dowdell,Thora Dowdell",29-06-21,English,586.0,400,0
The Hero Factor,"Jeffrey W.Hayzlett,Jim Eber-contributor",Jeffrey Hayzlett,28-12-18,English,586.0,428,0
The New Builders,"Seth Levine,Elizabeth Mac Bride,Tyra Banks-foreword","Adam Verner,Machelle Williams",06-07-21,English,586.0,602,0
"EXISTENZGRÜNDUNG - Wie Sie ein erfolgreiches Startup Unternehmen gründen, einen Businessplan ausarbeiten und Ihre Idee zum Erfolg führen",Vincent Matthiesen,Mario Kunze,27-04-21,german,434.0,180,0
La empresa y su mundo [The Company and Its World],Manuel Egea Llaneza,Manuel Egea Llaneza,22-06-21,spanish,281.0,425,0
Resumen de Liderar para el bien común de Luis Huete y Javier García,PMPManagement Factory,PMPManagement Factory,10-05-21,spanish,307.0,7,0
Consolide su negocio y crezca en el Network Marketing,"Dereck Hall,Mark Yarnell,Shelby Hall,",Linda Bruno,22-06-21,spanish,795.0,564,0
Eight Figure Entrepreneur,Paul Luen,David Thorpe,28-06-21,English,502.0,264,0
Big Thinking for Small Business,Steven JCoulson,David Thorpe,28-06-21,English,502.0,253,0
Entrepreneur,"Lars Tvede,Mads Faurholt",Stephen Bel Davies,12-02-19,English,703.0,729,0
The Art of Giving,"Charles Bronfman,Jeffrey Solomon",Peter Johnson,10-08-10,English,668.0,470,0
Consejos para crear y desarrollar su empresa (I Created My Own Company: Case Study of Entrepreneurship),Gaspard Chevallier,Teresa Artaza,21-04-16,spanish,528.0,195,0
Bootstrap Finance,Amar V.Bhide,Deaver Brown,12-11-07,English,94.0,41,0
The Retail Doctor's Guide to Growing Your Business,Bob Phibbs,Mel Foster,10-07-20,English,668.0,475,0
Green to Gold,"Daniel C.Esty,Andrew S.Winston",Fred Stella,12-01-09,English,1005.0,654,0
En que consiste la metodologia de Lean Startup (Narración en Castellano) [What Does the Lean Startup Methodology Consist Of],ISDIDigital Talent,Juan Arenas,30-09-20,spanish,115.0,6,0
El camino hacia el Lean Startup,"Eric Ries,Carla López Fatur-translator",Juan Magraner,23-06-20,spanish,460.0,832,0
1001 Ways to Energize Employees,Bob Nelson,Bob Nelson,16-07-07,English,445.0,190,0
Off-Centered Leadership,Sam Calagione,Brian Troxell,28-09-16,English,668.0,587,0
Get Shit Done,Gilles Chétélat,Jean-Baptiste Puech,26-12-19,french,452.0,292,0
Work Wife,"Erica Cerulo,Claire Mazur","Erica Cerulo,Claire Mazur",05-03-19,English,754.0,226,0
Cannabis Capital,Ross O'Brien,Michael Butler Murray,21-01-20,English,586.0,439,0
Think Fast!,Guy Hale,Walter Dixon,22-09-11,English,703.0,220,0
Visionary Business,Marc Allen,Marc Allen,16-12-99,English,398.0,182,0
Zero Gravity,Steve Harmon,Adams Morgan,19-11-09,English,702.0,644,0
Kopf schlägt Kapital,Günter Faltin,Stephan Reimertz,07-01-13,german,367.0,465,0
Conscious Capitalism Field Guide,"Raj Sisodia,Timothy Henry,Thomas Eckschmidt,",Jack Garrett,10-04-18,English,938.0,707,0
"Agile, lean, libérée. Les clefs pour développer votre entreprise",Jacques Chaize,Jacques Chaize,06-10-17,french,566.0,33,0
The Wisdom of Teams,"Jon R.Katzenbach,Douglas K.Smith",Jordan Harrold,12-06-17,English,938.0,617,0
China's Next Strategic Advantage,"George S.Yip,Bruce Mc Kern",Derek Perkins,10-05-16,English,938.0,602,0
Wake Me Up When the Data Is Over,Lori Silverman,Kate Reading,07-02-07,English,680.0,593,0
Resumen de Las 5 claves de Peter Drucker,PMPManagement Factory,PMPManagement Factory,03-05-21,spanish,307.0,7,0
"Resumen de Blockchain de Íñigo Molero, Daniel Díez García, Gonzalo Gómez Lardies, Carlos Kuchkovsky y Alex Preukschat",PMPManagement Factory,PMPManagement Factory,25-03-21,spanish,307.0,7,0
Resumen de Uno o cero de Pedro Mendonça y Jürgen Meffert,PMPManagement Factory,PMPManagement Factory,25-03-21,spanish,307.0,8,0
Marcar la Diferencia,Luis Conde,Carles Claver,26-03-21,spanish,38.0,90,0
Resumen de Impulso de Joan Riera y Tomás Soler,PMPManagement Factory,PMPManagement Factory,25-03-21,spanish,307.0,7,0
Resumen de La economía WTF de Tim O'Reilly,PMPManagement Factory,PMPManagement Factory,25-03-21,spanish,307.0,7,0
Resumen de Mirando los negocios al revés de Jorge L. Boza Olivari,PMPManagement Factory,PMPManagement Factory,29-03-21,spanish,307.0,7,0
Resumen de Emprendedores sociales de Ignacio Álvarez de Mon,PMPManagement Factory,PMPManagement Factory,29-03-21,spanish,307.0,7,0
Resumen de La revolución blockchain de Alex Tapscott y Don Tapscott,PMPManagement Factory,PMPManagement Factory,29-03-21,spanish,307.0,8,0
Resumen de Entrepreneurial StrengthsFinder de Jim Clifton y Sangeeta Bharadwaj,PMPManagement Factory,PMPManagement Factory,11-05-21,spanish,307.0,6,0
Resumen de Diseñando la propuesta de valor de Alexander Osterwalder y Yves Pigneur,PMPManagement Factory,PMPManagement Factory,29-03-21,spanish,307.0,8,0
Resumen de Efecto dominó de Beverly Schwartz,PMPManagement Factory,PMPManagement Factory,29-03-21,spanish,307.0,7,0
Resumen de Creando innovadores de Tony Wagner,PMPManagement Factory,PMPManagement Factory,10-05-21,spanish,307.0,7,0
Resumen de La gran oportunidad de José de la Peña y Mosiri Cabezas,PMPManagement Factory,PMPManagement Factory,10-05-21,spanish,307.0,7,0
Resumen de La paradoja de la innovación de Tony Dávila y Marc J. Epstein,PMPManagement Factory,PMPManagement Factory,11-05-21,spanish,307.0,7,0
Resumen de De cero a uno de Peter Thiel,PMPManagement Factory,PMPManagement Factory,31-03-21,spanish,307.0,7,0
Resumen de Velocidad de Ajaz Ahmed and Stefan Olander,PMPManagement Factory,PMPManagement Factory,08-04-21,spanish,307.0,7,0
"Resumen de Qué haremos cuando las máquinas lo hagan todo de Malcolm Frank, Paul Roehrig y Ben Pring",PMPManagement Factory,PMPManagement Factory,25-03-21,spanish,307.0,8,0
Scale Your Everest,"Erik Z.Severinghaus,Dr.Michael A.Freeman-foreword",Mike Lenz,27-04-21,English,586.0,450,0
The Social Licence for Financial Markets,David Rouch,Bruce Mann,20-04-21,English,703.0,850,0
Pirates in the Navy,Tendayi Viki,Nathan Lang,12-05-21,English,515.0,251,0
Rules for Renegades,Christine Comaford-Lynch,Christine Comaford-Lynch,02-07-08,English,703.0,399,0
The MECE Muse,Christie Lindor,Janina Edwards,06-11-18,English,703.0,526,0
How They Did It,Robert Jordan,Robert Jordan,14-10-14,English,1439.0,416,0
The Franchisee Handbook,Mark Siebert,Al Kessel,22-01-19,English,703.0,463,0
Never Too Old to Get Rich,Kerry Hannon,Kerry E.Hannon,25-06-19,English,586.0,541,0
The Art and Business of Teaching Yoga,"Amy Ippoliti,Taro Smith Ph D",Amy Ippoliti,24-07-19,English,469.0,269,0
Flight Plan,Brian Tracy,Brian Tracy,22-02-08,English,469.0,193,0
"The Small Business Bible, Second Edition",Steven D.Strauss,Walter Dixon,26-06-09,English,1172.0,915,0
Giving Done Right,"Phil Buchanan,Darren Walker",Mark Feuerstein,16-04-19,English,500.0,474,0
The Entrepreneurial State,Mariana Mazzucato,Amy Finegan,01-11-18,English,683.0,521,0
I created my own company,Gaspard Chevallier,Jennifer Blauvelt,30-10-17,English,528.0,173,0
Scaling Leadership,"Robert J.Anderson,William A.Adams,Ed Catmull-foreword",Sean Pratt,26-02-19,English,703.0,406,0
You're the Business,Anna Codrea-Rado,Anna Codrea-Rado,25-03-21,English,888.0,542,0
Ventas Ganadoras [Winning Sales],Carlos Eduardo Sarmiento,Juan Guzman,17-04-21,spanish,293.0,241,0
Guía para emprender con propósito [Guide to Entrepreneurship with Purpose],Danny Valera Paredes,Daniela Medrano,29-04-21,spanish,351.0,164,0
Resumen de La disciplina de emprender de Bill Aulet,PMPManagement Factory,PMPManagement Factory,11-05-21,spanish,307.0,7,0
Resumen de Capacidad adaptativa de Juan Carlos Eichholz,PMPManagement Factory,PMPManagement Factory,31-03-21,spanish,307.0,7,0
Strive,Scott Amyx,Matthew Josdal,30-05-18,English,586.0,412,0
Resumen de Big Data de Viktor Mayer-Schönberger y Kenneth Cukier,PMPManagement Factory,PMPManagement Factory,31-05-21,spanish,307.0,10,0
Resumen de Power Listening de Bernard T. Ferrari,PMPManagement Factory,PMPManagement Factory,31-05-21,spanish,307.0,11,0
Resumen de Brick by Brick de David Robertson,PMPManagement Factory,PMPManagement Factory,09-06-21,spanish,307.0,12,0
Resumen de Acelerar de John P. Kotter,PMPManagement Factory,PMPManagement Factory,31-05-21,spanish,307.0,12,0
Resumen de Six Simple Rules de Yves Morieux y Peter Tollman,PMPManagement Factory,PMPManagement Factory,31-05-21,spanish,307.0,9,0
Resumen de Cómo generar valor en la era de las redes sociales de Nilofer Merchant,PMPManagement Factory,PMPManagement Factory,31-05-21,spanish,307.0,7,0
Resumen de Jugar para ganar de A. G. Lafley y Roger L. Martin,PMPManagement Factory,PMPManagement Factory,31-05-21,spanish,307.0,10,0
Resumen de El futuro digital de Eric Schmidt y Jared Cohen,PMPManagement Factory,PMPManagement Factory,31-05-21,spanish,307.0,9,0
Business Plan Facile,Marco Batiato,Andrea Maffetti,11-06-21,italian,574.0,222,0
Mein Sohn übernimmt meine Firma nicht,Bruno Aregger,"Marco Hutschenreuther,Bruno Aregger",12-04-21,german,669.0,440,0
Business Model Shifts,"Patrick Van Der Pijl,Justin Lockitz,Roland Winjen,",Graham Rowat,26-01-21,English,586.0,434,0
Screw Business as Usual,Richard Branson,Adrian Mulraney,02-08-12,English,752.0,618,0
Tout le monde n'a pas eu la chance de rater ses études,Olivier Roland,Cyril Paris,13-04-17,french,1133.0,1290,0
Design a Better Business,"Patrickvander Pijl,Lisa Kay Solomon,Justin Lokitz",Fleet Cooper,24-04-17,English,668.0,389,0
Business Boutique,Christy Wright,Christy Wright,12-04-17,English,668.0,541,0
Top Dog,"Andy Bounds,Richard Ruttle",Joe Jameson,13-08-15,English,417.0,173,0
Up Your Business,Dave Anderson,Dave Anderson,27-12-09,English,1171.0,414,0
Unternehmensnachfolge - Das Prozesswissen,"Ingo Claus,Nils Koerber",Falk Werner,28-05-21,german,736.0,580,0
Resumen de The Innovator's Hypothesis de Michael Schrage,PMPManagement Factory,PMPManagement Factory,04-06-21,spanish,307.0,10,0
Resumen de Generación de modelos de negocio de Alexander Osterwalder e Yves Pigneur,PMPManagement Factory,PMPManagement Factory,02-06-21,spanish,307.0,6,0
How to Make a Million in Nursing: The First 5 Steps,Jane John-Nwankwo RNMSN,L.David Harris,16-07-15,English,233.0,148,0
進化思考――生き残るコンセプトをつくる「変異と適応」,太刀川英輔,渡辺克己,21-05-21,japanese,976.0,796,0
Zukunftsrepublik,"Marie-Christine Ostermann,Celine Flores Willers,Miriam Wohlfarth,",Sebastian Pappenberger,15-04-21,german,602.0,709,0
Hacker Mindset,Mymy Gyver,Marilyn Heraud,22-04-21,french,452.0,331,0
People Who Matter Podcast Season 1,Bhargavi Swami,Bhargavi Swami,21-04-21,English,139.0,286,0
Wohlstandskiller Fachkräftemangel,Philipp Erik Breitenfeld,Joachim Kerzel,23-04-21,german,837.0,66,0
"Time, Money, Freedom","Ray Higdon,Jessica Higdon","Ray Higdon,Jessica Higdon",17-11-20,English,703.0,328,0
Millionaire Fastlane,"Praveen Kumar,Prashant Kumar",Millian Quinteros,01-10-20,English,349.0,93,0
Life Profitability,Adii Pienaar,Nathan Agin,12-05-21,English,539.0,394,0
Avant de quitter votre emploi,"Robert T.Kiyosaki,Sharon L.Lechter",David Giuge,18-05-21,french,793.0,643,0
El líder guiado por la visión,Michael Hyatt,Walter Krochmal,09-06-21,spanish,795.0,408,0
The Liberated CEO,Scott A.Leonard,Anthony Haden Salerno,27-07-20,English,656.0,315,0
The Lean Enterprise,"Trevor Owens,Obie Fernandez",Steve Carlson,27-07-20,English,668.0,492,0
Entrepreneurship,"Paul Westhead,Mike Wright",Jason Huggins,08-06-21,English,469.0,267,0
Better Business,Christopher Marquis,Christopher Grove,08-06-21,English,586.0,551,0
Aprendiendo de los mejores,Francisco Alcaide Hernández,Jordi Boixaderas,18-05-21,spanish,614.0,678,0
It's Not Always Right to Be Right,Hamish Thomson,Grant Cartwright,13-07-21,English,586.0,472,0
Werdet Weltmutführer,Philipp Depiereux,"Nicole Engeln,Philipp Depiereux",01-07-21,german,669.0,593,0
Smart Thinking for Crazy Times,Iam Mitroff,Efrem Jr.Zimbalist,19-06-09,English,305.0,88,0
The Fire Starter Sessions,Danielle La Porte,Danielle La Porte,17-04-12,English,1005.0,443,0
Uncertainty,Jonathan Fields,Erik Synnestvedt,10-11-11,English,656.0,383,0
Lean Startup,Eric Ries,Peter Wolter,03-09-20,german,669.0,616,0
Lean Impact,"Ann Mei Chang,Eric Ries-foreword",Kristina Horan,30-04-19,English,586.0,603,0
Achieving Excellence in Fundraising,"Eugene R.Tempel-editor,Timothy L.Seiler-editor,Dwight F.Burlingame-editor",Chris Sorensen,13-08-19,English,820.0,1441,0
Franchise,Marcia Chatelain,Machelle Williams,07-01-20,English,703.0,637,0
The Art of Communication,Judy Apps,Teri Schnaubelt,14-05-19,English,586.0,308,0
Les 4 Disciplines de l'Exécution,"Chris Mc Chesney,Sean Covey,Jim Huling",Thierry Saboulard,29-05-20,french,604.0,519,0
Fraud,Edward J.Balleisen,Tom Perkins,01-02-17,English,1338.0,1167,0
Wealth Without a Job,Andy Fuehl,Andy Fuehl,14-10-14,English,2008.0,693,0
Startup Opportunities,"Sean Wise,Brad Feld",Stephen Hoye,07-11-17,English,668.0,366,0
Thriving Beyond Sustainability,Andres R.Edwards,Dave Adams,25-07-11,English,651.0,423,0
"Fintech, Small Business & the American Dream",Karen Mills,Ellen Archer,21-07-20,English,569.0,402,0
Climate Change,Harvard Business Review,Adam Lofbomm,22-09-20,English,351.0,159,0
The Art of Product Design,Hardi Meybaum,Jackde Golia,10-01-19,English,586.0,376,0
Trucking Business Startup 2021-2022,Clement Harrison,Harley Hanna,22-01-21,English,501.0,225,0
Reinvent Your Business Model,Mark W.Johnson,Derek Shoales,17-12-20,English,586.0,287,0
A Better Planet,"Daniel C.Esty-editor,Ingrid C.Burke-foreword","Traber Burns,fullcast",22-10-19,English,820.0,880,0
The Star Principle,Richard Koch,Richard Aspel,20-11-09,English,937.0,428,0
Become a Franchise Owner!,Joel Libava,Lance Axt,09-07-20,English,657.0,522,0
Positive Thinking,Gill Hasson,Katy Sobey,07-12-17,English,501.0,234,0
What You Really Need to Lead,Robert S.Kaplan,L.J.Ganser,12-06-17,English,586.0,292,0
"Coaching, Counseling & Mentoring, Second Edition",Florence M.Stone,Becky Parker,18-05-17,English,703.0,582,0
Think Agile,Taffy Williams,Tavia Gilbert,29-01-16,English,703.0,362,0
Resumen de La transición al océano azul de Renée Mauborgne y W. Chan Kim,PMPManagement Factory,PMPManagement Factory,25-03-21,spanish,307.0,8,0
Resumen de The Fourth Industrial Revolution de Klaus Schwab,PMPManagement Factory,PMPManagement Factory,10-05-21,spanish,307.0,7,0
"Rich Dad Advisors: Start Your Own Corporation, 2nd Edition",Garrett Sutton,Garrett Sutton,02-04-19,English,500.0,455,0
The Waste-Free World,Ron Gonen,Dan Bittner,06-04-21,English,879.0,513,0
Risk Forward,Victoria Labalme,Victoria Labalme,30-03-21,English,703.0,93,0
The Snowball System,Mo Bunnell,Mo Bunnell,14-09-18,English,500.0,617,0
Flawless Consulting,Peter Block,Grover Gardner,01-07-05,English,445.0,165,0
The Wealthy Franchisee,Scott Greenberg,Scott Greenberg,17-11-20,English,586.0,503,0
Blue Ocean Shift (German edition),"W.Chan Kim,Renée Mauborgne",Uwe Daufenbach,23-09-20,german,837.0,679,0
What's Stopping You? Being More Confident,Robert Kelsey,Jeremy Clyde,29-07-20,English,623.0,464,0
The Art of Opportunity,"Marc Sniukas,Parker Lee,Matt Morasky",Tim Andres Pabon,14-02-17,English,656.0,346,0
The Gift of Time,Gail Thomas,Megan Tusing,30-10-18,English,586.0,294,0
Clarity First,Karen Martin,Karen Martin,09-03-18,English,703.0,505,0
The Scorecard Solution,Dan E.King,Don Hagen,26-12-14,English,703.0,496,0
Why Teams Don't Work,"Harvey Robbins,Michael Finley","Harvey Robbins,Michael Finley",16-07-07,English,398.0,171,0
Launch Your Inner Entrepreneur,Charlene Walters,Carolyn Jania,21-09-21,English,586.0,488,0
Start-up Skills,"Sebastian Pioch,Hauke Windmüller,Tina Sternberg,",Sebastian Pappenberger,03-11-20,german,602.0,482,0
Freight Broker and Trucking Business Startup 2021-2022,Clement Harrison,Harley Hanna,18-02-21,English,668.0,441,0
Passion to Purpose,Amy Mc Laren,Amy Mc Laren,10-08-21,English,586.0,320,0
Grow from Within,"Robert Wolcott,Michael J.Lippitz",John Gagnepain,05-08-21,English,586.0,552,0
Realizza Business Plan Vincenti,Tony Locorriere,Tony Locorriere,10-08-21,italian,344.0,130,0
Wie Freiheit schmeckt,Nils Koerber,Falk Werner,27-08-21,german,736.0,727,0
Going Global on a Shoestring,Hans Peter Bech,Jim Wilson,23-09-21,English,469.0,797,0
Getting Started in Small Business for Dummies (4th Australian Edition),Veechi Curtis MBA,Brigid Lohrey,21-09-21,English,586.0,404,0
How to Succeed in Business By Breaking All the Rules: A Plan for Entrepreneurs [Russian Edition],Dan Kennedy,Stanislav Ivanov,06-11-15,russian,375.0,389,0
Hidden Champions (German edition),Simon Hermann,Sebastian Pappenberger,13-09-21,german,703.0,500,0
Entrepreneurial Survival & Prosperity in the Woke Age,Deaver Brown,Deaver Brown,12-10-21,English,100.0,15,0
El método Wyckoff,Enrique Díaz Valdecantos,Juan Manuel Vargas,19-10-21,spanish,832.0,386,0
Cambiar el mundo,"Ángel Pes,Ángel Castiñeira",Alfonso Mendiguchía,18-10-21,spanish,268.0,323,0
La Familia Empresaria,Manuel Bermejo,Pablo Ibañez,26-10-21,spanish,268.0,283,0
Empresa sana,Vicentedelos Ríos Medina,Gus Cantollá,18-10-21,spanish,268.0,344,0
Next Level Landlord,Matt Baker,Matt Baker,03-11-21,English,568.0,271,0
The Entrepreneur's Journey,Alon Braun,Peter Brook,21-07-21,English,568.0,260,0
Third Shift Entrepreneur,Todd Connor,Shawn Compton,10-08-21,English,586.0,552,0
All in Startup,Diana Kander,Lauren Fortgang,27-07-20,English,668.0,460,0
"Think Big, Start Small, Move Fast","Nicholas La Russo,Barbara Spurrier,Gianrico Farrugia",John Brancy,10-08-21,English,586.0,494,0
LLC QuickStart Guide: The Simplified Beginner's Guide to Limited Liability Companies,Clyde Bank Business,Amy Barron Smolinski,24-09-15,English,233.0,85,0
Startup Mixology,Frank Gruber,"Frank Gruber,Jen Consalvo,Tony Hsieh",29-07-20,English,668.0,350,0
Turn Your Fandom into Cash,Carol Pinchefsky,"Jennifer Frazier,Liisa Ivary",01-03-22,English,866.0,360,0
Feuer Deinen Boss & Werde Unternehmer,Florian Roski,Matthias Lühn,11-03-22,german,468.0,434,0
The Act of Leadership,Dan Haesler,Dan Haesler,28-02-22,English,586.0,362,0
A startup enxuta [The Lean Startup],Eric Ries,Renan Vilela,16-02-22,portuguese,164.0,640,0
As cartas de Bezos [The Bezos Letters],Steve Anderson,Rico Ribeiro,15-02-22,portuguese,164.0,439,0
DeFi Superstar,Tony Locorriere,Tony Locorriere,04-03-22,italian,689.0,325,0
The Smart Nonprofit,"Beth Kanter,Allison H.Fine",Kim Niemi,09-03-22,English,586.0,316,0
Imprese meravigliose,"Alessandro Rimassa,Federica Signorini,Marco Testa","Alessandro Rimassa,Pasquale Natuzzi,Marco Palmieri,",14-03-22,italian,305.0,459,0
Der Zimmermann,Jon Gordon,Savannah Betts,11-03-22,german,401.0,194,0
The Trusted Advisor Fieldbook,"Charles H.Green,Andrea P.Howe",Walter Dixon,28-12-18,English,703.0,545,0
The Maker Movement Manifesto,Mark Hatch,Christopher Prince,10-08-21,English,469.0,348,0
Red Thread Thinking,Debra Kaye,Julie Eickhoff,05-08-21,English,586.0,494,0
Rocket,"Michael J.Silverstein,Dylan Bolden,Rune Jacobsen,",Jim Tedder,10-08-21,English,703.0,753,0
Start Your Own Event Planning Business,"The Staffof Entrepreneur Media Inc.,Cheryl Kimball",Lisa Flanagan,30-10-18,English,586.0,326,0
Getting Ahead,"Joel A.Garfinkle,Marshall Goldsmith",Christopher Hurt,10-07-20,English,668.0,413,0
Global Inequality,Branko Milanovic,Joe Barrett,11-07-17,English,891.0,436,0
Changing Altitude,"Dennis O'Neil Ph D,Greg Hiebert",Tom Force,24-03-22,English,586.0,566,0
Applied Economics,Thomas Sowell,Brian Emerson,02-01-18,English,702.0,467,0
Value-Based Fees (3rd Edition),Alan Weiss,Alan Weiss,15-03-22,English,586.0,449,0
Change for Good,Paul Klein,Paul Klein,15-03-22,English,750.0,526,0
Lead from the Core,Jay Steinfeld,Jay Steinfeld,22-03-22,English,586.0,464,0
How to Start Your Virtual Assistant Business,Connie Zabala,Connie Zabala,17-03-22,English,633.0,143,0
Sistema de Liderazgo Personal [Personal Leadership System],Carlos Eduardo Sarmiento,Jose Duarte,18-03-22,spanish,270.0,127,0
KLEINGEWERBE GRÜNDEN für Anfänger - So einfach geht's,Damian Collins,Lucas Blasius,22-03-22,german,501.0,248,0
Don't Keep Your Day Job,Cathy Heller,Cathy Heller,12-11-19,English,134.0,349,0
How We Make Stuff Now,Jules Pieri,Rosemary Benson,30-07-21,English,703.0,643,0
Advanced Beauty Therapy,Centreof Excellence,Jane Branch,24-02-21,English,469.0,330,0
The Market Gardener,Jean-Martin Fortier,Diego Footer,20-12-16,English,668.0,423,0
The Big Stretch,Teneshia Jackson Warner,Anna Crowe,22-07-21,English,586.0,539,0
Start Your Own Podcast Business,"Jason R.Rich,The Staffof Entrepreneur Media Inc.",Steven Jay Cohen,13-07-21,English,586.0,562,0
Burn,Mei Xu,Nancy Wu,13-07-21,English,586.0,377,0
Cascades,Greg Satell,Dave Clark,20-07-21,English,586.0,486,0
It Starts with Passion,Keith Abraham,Ryan Burke,11-09-18,English,586.0,292,0
The Entrepreneur's Growth Startup Handbook,David N.Feldman,Noah Michael Levine,27-07-20,English,668.0,441,0
The Business Solution to Poverty,"Paul Polak,Mal Warwick",William Hughes,09-09-13,English,702.0,438,0
Inicie Su Propia Corporación [Start Your Own Corporation: Rich Dad Advisors],Garrett Sutton,"Horacio Mancilla,Hugo Landaverde",23-07-14,spanish,500.0,445,0
